.HEADER
..NAMES
Time,V U3.C8
.DATA
3.74563e-008,1.0575
3.74949e-008,1.0960
3.75335e-008,1.1443
3.75721e-008,1.1589
3.76106e-008,1.1516
3.76492e-008,1.1158
3.76878e-008,1.0310
3.77263e-008,0.9135
3.77649e-008,0.7943
3.78035e-008,0.6781
3.78421e-008,0.5785
3.78806e-008,0.5031
3.79192e-008,0.4502
3.79578e-008,0.4126
3.79964e-008,0.3891
3.80350e-008,0.3704
3.80735e-008,0.3541
3.81121e-008,0.3451
3.81507e-008,0.3360
3.81892e-008,0.3251
3.82278e-008,0.3191
3.82664e-008,0.3175
3.83050e-008,0.3172
3.83436e-008,0.3189
3.83821e-008,0.3219
3.84207e-008,0.3238
3.84593e-008,0.3272
3.84978e-008,0.3404
3.85364e-008,0.3754
3.85750e-008,0.4485
3.86136e-008,0.5582
3.86521e-008,0.6849
3.86907e-008,0.7937
3.87293e-008,0.8713
3.87679e-008,0.9374
3.88065e-008,0.9945
3.88450e-008,1.0410
3.88836e-008,1.0749
3.89222e-008,1.0992
3.89607e-008,1.1158
3.89993e-008,1.1273
3.90379e-008,1.1387
3.90765e-008,1.1519
3.91151e-008,1.1647
3.91536e-008,1.1717
3.91922e-008,1.1705
3.92308e-008,1.1683
3.92693e-008,1.1692
3.93079e-008,1.1713
3.93465e-008,1.1729
3.93851e-008,1.1769
3.94237e-008,1.1838
3.94622e-008,1.1804
3.95008e-008,1.1539
3.95394e-008,1.0834
3.95780e-008,0.9696
3.96165e-008,0.8495
3.96551e-008,0.7381
3.96937e-008,0.6334
3.97322e-008,0.5461
3.97708e-008,0.4809
3.98094e-008,0.4353
3.98480e-008,0.3969
3.98866e-008,0.3680
3.99251e-008,0.3764
3.99637e-008,0.4146
4.00023e-008,0.4873
4.00408e-008,0.5917
4.00794e-008,0.7137
4.01180e-008,0.8151
4.01566e-008,0.8939
4.01952e-008,0.9607
4.02337e-008,1.0167
4.02723e-008,1.0598
4.03109e-008,1.0896
4.03494e-008,1.1084
4.03880e-008,1.1237
4.04266e-008,1.1367
4.04652e-008,1.1470
4.05037e-008,1.1572
4.05423e-008,1.1680
4.05809e-008,1.1732
4.06195e-008,1.1716
4.06581e-008,1.1704
4.06966e-008,1.1714
4.07352e-008,1.1729
4.07738e-008,1.1747
4.08123e-008,1.1808
4.08509e-008,1.1837
4.08895e-008,1.1713
4.09281e-008,1.1240
